DateTime,Day,Date,Time,load_kwh
2024-02-25 11:00:00,Sunday,25 Feb 2024,11:00,326.79
2024-02-25 12:00:00,Sunday,25 Feb 2024,12:00,324.34
2024-02-25 13:00:00,Sunday,25 Feb 2024,13:00,316.91
2024-02-25 14:00:00,Sunday,25 Feb 2024,14:00,317.84
2024-02-25 15:00:00,Sunday,25 Feb 2024,15:00,323.15
2024-02-25 16:00:00,Sunday,25 Feb 2024,16:00,320.92
2024-02-25 17:00:00,Sunday,25 Feb 2024,17:00,326.97
2024-02-25 18:00:00,Sunday,25 Feb 2024,18:00,323.89
2024-02-25 19:00:00,Sunday,25 Feb 2024,19:00,312.17
2024-02-25 20:00:00,Sunday,25 Feb 2024,20:00,328.66
2024-02-25 21:00:00,Sunday,25 Feb 2024,21:00,328.41
2024-02-25 22:00:00,Sunday,25 Feb 2024,22:00,322.03
2024-02-25 23:00:00,Sunday,25 Feb 2024,23:00,325.09
2024-02-26 00:00:00,Monday,26 Feb 2024,00:00,327.51
2024-02-26 01:00:00,Monday,26 Feb 2024,01:00,326.28
2024-02-26 02:00:00,Monday,26 Feb 2024,02:00,325.45
2024-02-26 03:00:00,Monday,26 Feb 2024,03:00,751.5
2024-02-26 04:00:00,Monday,26 Feb 2024,04:00,323.36
2024-02-26 05:00:00,Monday,26 Feb 2024,05:00,326.62
2024-02-26 06:00:00,Monday,26 Feb 2024,06:00,324.41
2024-02-26 07:00:00,Monday,26 Feb 2024,07:00,318.05
2024-02-26 08:00:00,Monday,26 Feb 2024,08:00,328.92
2024-02-26 09:00:00,Monday,26 Feb 2024,09:00,316.58
2024-02-26 10:00:00,Monday,26 Feb 2024,10:00,318.95
2024-02-26 11:00:00,Monday,26 Feb 2024,11:00,320.6
2024-02-26 12:00:00,Monday,26 Feb 2024,12:00,319.72
2024-02-26 13:00:00,Monday,26 Feb 2024,13:00,317.71
2024-02-26 14:00:00,Monday,26 Feb 2024,14:00,318.81
2024-02-26 15:00:00,Monday,26 Feb 2024,15:00,321.23
2024-02-26 16:00:00,Monday,26 Feb 2024,16:00,328.48
2024-02-26 17:00:00,Monday,26 Feb 2024,17:00,328.49
2024-02-26 18:00:00,Monday,26 Feb 2024,18:00,321.96
2024-02-26 19:00:00,Monday,26 Feb 2024,19:00,327.76
2024-02-26 20:00:00,Monday,26 Feb 2024,20:00,318.6
2024-02-26 21:00:00,Monday,26 Feb 2024,21:00,318.41
2024-02-26 22:00:00,Monday,26 Feb 2024,22:00,326.97
2024-02-26 23:00:00,Monday,26 Feb 2024,23:00,325.88
2024-02-27 00:00:00,Tuesday,27 Feb 2024,00:00,325.12
2024-02-27 01:00:00,Tuesday,27 Feb 2024,01:00,328.63
2024-02-27 02:00:00,Tuesday,27 Feb 2024,02:00,246.97
2024-02-27 03:00:00,Tuesday,27 Feb 2024,03:00,727.36
2024-02-27 04:00:00,Tuesday,27 Feb 2024,04:00,329.09
2024-02-27 05:00:00,Tuesday,27 Feb 2024,05:00,328.73
2024-02-27 06:00:00,Tuesday,27 Feb 2024,06:00,324.95
2024-02-27 07:00:00,Tuesday,27 Feb 2024,07:00,314.92
2024-02-27 08:00:00,Tuesday,27 Feb 2024,08:00,321.92
2024-02-27 09:00:00,Tuesday,27 Feb 2024,09:00,333.45
2024-02-27 10:00:00,Tuesday,27 Feb 2024,10:00,317.72
2024-02-27 11:00:00,Tuesday,27 Feb 2024,11:00,323.33
2024-02-27 12:00:00,Tuesday,27 Feb 2024,12:00,314.47
2024-02-27 13:00:00,Tuesday,27 Feb 2024,13:00,317.22
2024-02-27 14:00:00,Tuesday,27 Feb 2024,14:00,366.91
2024-02-27 15:00:00,Tuesday,27 Feb 2024,15:00,373.04
2024-02-27 16:00:00,Tuesday,27 Feb 2024,16:00,330.63
2024-02-27 17:00:00,Tuesday,27 Feb 2024,17:00,327.16
2024-02-27 18:00:00,Tuesday,27 Feb 2024,18:00,322.54
2024-02-27 19:00:00,Tuesday,27 Feb 2024,19:00,317.77
2024-02-27 20:00:00,Tuesday,27 Feb 2024,20:00,322.03
2024-02-27 21:00:00,Tuesday,27 Feb 2024,21:00,308.24
2024-02-27 22:00:00,Tuesday,27 Feb 2024,22:00,323.64
2024-02-27 23:00:00,Tuesday,27 Feb 2024,23:00,331.19
2024-02-28 00:00:00,Wednesday,28 Feb 2024,00:00,330.95
2024-02-28 01:00:00,Wednesday,28 Feb 2024,01:00,333.4
2024-02-28 02:00:00,Wednesday,28 Feb 2024,02:00,321.76
2024-02-28 03:00:00,Wednesday,28 Feb 2024,03:00,712.86
2024-02-28 04:00:00,Wednesday,28 Feb 2024,04:00,328.86
2024-02-28 05:00:00,Wednesday,28 Feb 2024,05:00,325.54
2024-02-28 06:00:00,Wednesday,28 Feb 2024,06:00,323.44
2024-02-28 07:00:00,Wednesday,28 Feb 2024,07:00,319.39
2024-02-28 08:00:00,Wednesday,28 Feb 2024,08:00,418.72
2024-02-28 09:00:00,Wednesday,28 Feb 2024,09:00,402.59
2024-02-28 10:00:00,Wednesday,28 Feb 2024,10:00,395.65
2024-02-28 11:00:00,Wednesday,28 Feb 2024,11:00,327.38
2024-02-28 12:00:00,Wednesday,28 Feb 2024,12:00,332.32
2024-02-28 13:00:00,Wednesday,28 Feb 2024,13:00,324.27
2024-02-28 14:00:00,Wednesday,28 Feb 2024,14:00,328.91
2024-02-28 15:00:00,Wednesday,28 Feb 2024,15:00,340.93
2024-02-28 16:00:00,Wednesday,28 Feb 2024,16:00,337.91
2024-02-28 17:00:00,Wednesday,28 Feb 2024,17:00,315.4
2024-02-28 18:00:00,Wednesday,28 Feb 2024,18:00,323.19
2024-02-28 19:00:00,Wednesday,28 Feb 2024,19:00,311.85
2024-02-28 20:00:00,Wednesday,28 Feb 2024,20:00,320.77
2024-02-28 21:00:00,Wednesday,28 Feb 2024,21:00,318.65
2024-02-28 22:00:00,Wednesday,28 Feb 2024,22:00,320.81
2024-02-28 23:00:00,Wednesday,28 Feb 2024,23:00,320.7
2024-02-29 00:00:00,Thursday,29 Feb 2024,00:00,319.03
2024-02-29 01:00:00,Thursday,29 Feb 2024,01:00,324.54
2024-02-29 02:00:00,Thursday,29 Feb 2024,02:00,326.92
2024-02-29 03:00:00,Thursday,29 Feb 2024,03:00,756.77
2024-02-29 04:00:00,Thursday,29 Feb 2024,04:00,329.6
2024-02-29 05:00:00,Thursday,29 Feb 2024,05:00,327.95
2024-02-29 06:00:00,Thursday,29 Feb 2024,06:00,320.17
2024-02-29 07:00:00,Thursday,29 Feb 2024,07:00,320.59
2024-02-29 08:00:00,Thursday,29 Feb 2024,08:00,322.66
2024-02-29 09:00:00,Thursday,29 Feb 2024,09:00,322.98
2024-02-29 10:00:00,Thursday,29 Feb 2024,10:00,322.98
2024-02-29 11:00:00,Thursday,29 Feb 2024,11:00,315.94
2024-02-29 12:00:00,Thursday,29 Feb 2024,12:00,314.76
2024-02-29 13:00:00,Thursday,29 Feb 2024,13:00,321.82
2024-02-29 14:00:00,Thursday,29 Feb 2024,14:00,322.34
2024-02-29 15:00:00,Thursday,29 Feb 2024,15:00,319.33
2024-02-29 16:00:00,Thursday,29 Feb 2024,16:00,319.11
2024-02-29 17:00:00,Thursday,29 Feb 2024,17:00,311.56
2024-02-29 18:00:00,Thursday,29 Feb 2024,18:00,311.74
2024-02-29 19:00:00,Thursday,29 Feb 2024,19:00,238.87
2024-02-29 20:00:00,Thursday,29 Feb 2024,20:00,325.82
2024-02-29 21:00:00,Thursday,29 Feb 2024,21:00,321.06
2024-02-29 22:00:00,Thursday,29 Feb 2024,22:00,322.12
2024-02-29 23:00:00,Thursday,29 Feb 2024,23:00,322.43
2024-03-01 00:00:00,Friday,01 Mar 2024,00:00,325.35
2024-03-01 01:00:00,Friday,01 Mar 2024,01:00,327.84
2024-03-01 02:00:00,Friday,01 Mar 2024,02:00,329.41
2024-03-01 03:00:00,Friday,01 Mar 2024,03:00,744.11
2024-03-01 04:00:00,Friday,01 Mar 2024,04:00,323.4
2024-03-01 05:00:00,Friday,01 Mar 2024,05:00,320.52
2024-03-01 06:00:00,Friday,01 Mar 2024,06:00,324.08
2024-03-01 07:00:00,Friday,01 Mar 2024,07:00,319.45
2024-03-01 08:00:00,Friday,01 Mar 2024,08:00,316.83
2024-03-01 09:00:00,Friday,01 Mar 2024,09:00,322.95
2024-03-01 10:00:00,Friday,01 Mar 2024,10:00,315.14
2024-03-01 11:00:00,Friday,01 Mar 2024,11:00,327.09
2024-03-01 12:00:00,Friday,01 Mar 2024,12:00,325.31
2024-03-01 13:00:00,Friday,01 Mar 2024,13:00,322.76
2024-03-01 14:00:00,Friday,01 Mar 2024,14:00,320.53
2024-03-01 15:00:00,Friday,01 Mar 2024,15:00,318.12
2024-03-01 16:00:00,Friday,01 Mar 2024,16:00,324.79
2024-03-01 17:00:00,Friday,01 Mar 2024,17:00,317.87
2024-03-01 18:00:00,Friday,01 Mar 2024,18:00,326.25
2024-03-01 19:00:00,Friday,01 Mar 2024,19:00,324.55
2024-03-01 20:00:00,Friday,01 Mar 2024,20:00,321.19
2024-03-01 21:00:00,Friday,01 Mar 2024,21:00,330.72
2024-03-01 22:00:00,Friday,01 Mar 2024,22:00,335.09
2024-03-01 23:00:00,Friday,01 Mar 2024,23:00,325.37
2024-03-02 00:00:00,Saturday,02 Mar 2024,00:00,325.93
2024-03-02 01:00:00,Saturday,02 Mar 2024,01:00,324.75
2024-03-02 02:00:00,Saturday,02 Mar 2024,02:00,323.31
2024-03-02 03:00:00,Saturday,02 Mar 2024,03:00,730.41
2024-03-02 04:00:00,Saturday,02 Mar 2024,04:00,331.59
2024-03-02 05:00:00,Saturday,02 Mar 2024,05:00,323.07
2024-03-02 06:00:00,Saturday,02 Mar 2024,06:00,323.03
2024-03-02 07:00:00,Saturday,02 Mar 2024,07:00,322.23
2024-03-02 08:00:00,Saturday,02 Mar 2024,08:00,326.31
2024-03-02 09:00:00,Saturday,02 Mar 2024,09:00,326.89
2024-03-02 10:00:00,Saturday,02 Mar 2024,10:00,326.5
2024-03-02 11:00:00,Saturday,02 Mar 2024,11:00,331.48
2024-03-02 12:00:00,Saturday,02 Mar 2024,12:00,319.06
2024-03-02 13:00:00,Saturday,02 Mar 2024,13:00,323.14
2024-03-02 14:00:00,Saturday,02 Mar 2024,14:00,327.07
2024-03-02 15:00:00,Saturday,02 Mar 2024,15:00,327.67
2024-03-02 16:00:00,Saturday,02 Mar 2024,16:00,328.85
2024-03-02 17:00:00,Saturday,02 Mar 2024,17:00,325.02
2024-03-02 18:00:00,Saturday,02 Mar 2024,18:00,322.3
2024-03-02 19:00:00,Saturday,02 Mar 2024,19:00,322.74
2024-03-02 20:00:00,Saturday,02 Mar 2024,20:00,323.72
2024-03-02 21:00:00,Saturday,02 Mar 2024,21:00,322.86
2024-03-02 22:00:00,Saturday,02 Mar 2024,22:00,326.93
2024-03-02 23:00:00,Saturday,02 Mar 2024,23:00,329.92
2024-03-03 00:00:00,Sunday,03 Mar 2024,00:00,333.74
2024-03-03 01:00:00,Sunday,03 Mar 2024,01:00,327.01
2024-03-03 02:00:00,Sunday,03 Mar 2024,02:00,327.97
2024-03-03 03:00:00,Sunday,03 Mar 2024,03:00,740.16
2024-03-03 04:00:00,Sunday,03 Mar 2024,04:00,327.27
2024-03-03 05:00:00,Sunday,03 Mar 2024,05:00,319.22
2024-03-03 06:00:00,Sunday,03 Mar 2024,06:00,318.9
2024-03-03 07:00:00,Sunday,03 Mar 2024,07:00,322.88
2024-03-03 08:00:00,Sunday,03 Mar 2024,08:00,332.35
2024-03-03 09:00:00,Sunday,03 Mar 2024,09:00,329.07
2024-03-03 10:00:00,Sunday,03 Mar 2024,10:00,320.92
2024-03-03 11:00:00,Sunday,03 Mar 2024,11:00,326.74
2024-03-03 12:00:00,Sunday,03 Mar 2024,12:00,322.49
2024-03-03 13:00:00,Sunday,03 Mar 2024,13:00,321.77
2024-03-03 14:00:00,Sunday,03 Mar 2024,14:00,321.04
2024-03-03 15:00:00,Sunday,03 Mar 2024,15:00,329.35
2024-03-03 16:00:00,Sunday,03 Mar 2024,16:00,327.1
2024-03-03 17:00:00,Sunday,03 Mar 2024,17:00,318.98
2024-03-03 18:00:00,Sunday,03 Mar 2024,18:00,329.47
2024-03-03 19:00:00,Sunday,03 Mar 2024,19:00,322.91
2024-03-03 20:00:00,Sunday,03 Mar 2024,20:00,324.91
2024-03-03 21:00:00,Sunday,03 Mar 2024,21:00,324.94
2024-03-03 22:00:00,Sunday,03 Mar 2024,22:00,325.65
2024-03-03 23:00:00,Sunday,03 Mar 2024,23:00,321.59
2024-03-04 00:00:00,Monday,04 Mar 2024,00:00,326.61
2024-03-04 01:00:00,Monday,04 Mar 2024,01:00,317.39
2024-03-04 02:00:00,Monday,04 Mar 2024,02:00,325.53
2024-03-04 03:00:00,Monday,04 Mar 2024,03:00,729.16
2024-03-04 04:00:00,Monday,04 Mar 2024,04:00,323.27
2024-03-04 05:00:00,Monday,04 Mar 2024,05:00,319.03
2024-03-04 06:00:00,Monday,04 Mar 2024,06:00,322.95
2024-03-04 07:00:00,Monday,04 Mar 2024,07:00,324.45
2024-03-04 08:00:00,Monday,04 Mar 2024,08:00,328.17
2024-03-04 09:00:00,Monday,04 Mar 2024,09:00,320.66
2024-03-04 10:00:00,Monday,04 Mar 2024,10:00,317.51
2024-03-04 11:00:00,Monday,04 Mar 2024,11:00,329.91
2024-03-04 12:00:00,Monday,04 Mar 2024,12:00,318.58
2024-03-04 13:00:00,Monday,04 Mar 2024,13:00,331.05
2024-03-04 14:00:00,Monday,04 Mar 2024,14:00,319.34
2024-03-04 15:00:00,Monday,04 Mar 2024,15:00,324.54
2024-03-04 16:00:00,Monday,04 Mar 2024,16:00,321.9
2024-03-04 17:00:00,Monday,04 Mar 2024,17:00,319.49
2024-03-04 18:00:00,Monday,04 Mar 2024,18:00,321.71
2024-03-04 19:00:00,Monday,04 Mar 2024,19:00,325.17
2024-03-04 20:00:00,Monday,04 Mar 2024,20:00,322.14
2024-03-04 21:00:00,Monday,04 Mar 2024,21:00,317.67
2024-03-04 22:00:00,Monday,04 Mar 2024,22:00,319.08
2024-03-04 23:00:00,Monday,04 Mar 2024,23:00,321.97
2024-03-05 00:00:00,Tuesday,05 Mar 2024,00:00,326.05
2024-03-05 01:00:00,Tuesday,05 Mar 2024,01:00,328.44
2024-03-05 02:00:00,Tuesday,05 Mar 2024,02:00,326.75
2024-03-05 03:00:00,Tuesday,05 Mar 2024,03:00,744.45
2024-03-05 04:00:00,Tuesday,05 Mar 2024,04:00,331.02
2024-03-05 05:00:00,Tuesday,05 Mar 2024,05:00,327.81
2024-03-05 06:00:00,Tuesday,05 Mar 2024,06:00,324.54
2024-03-05 07:00:00,Tuesday,05 Mar 2024,07:00,320.66
2024-03-05 08:00:00,Tuesday,05 Mar 2024,08:00,318.63
2024-03-05 09:00:00,Tuesday,05 Mar 2024,09:00,321.86
2024-03-05 10:00:00,Tuesday,05 Mar 2024,10:00,322.84
2024-03-05 11:00:00,Tuesday,05 Mar 2024,11:00,322.34
2024-03-05 12:00:00,Tuesday,05 Mar 2024,12:00,316.48
2024-03-05 13:00:00,Tuesday,05 Mar 2024,13:00,325.77
2024-03-05 14:00:00,Tuesday,05 Mar 2024,14:00,322.88
2024-03-05 15:00:00,Tuesday,05 Mar 2024,15:00,324.41
2024-03-05 16:00:00,Tuesday,05 Mar 2024,16:00,320.81
2024-03-05 17:00:00,Tuesday,05 Mar 2024,17:00,317.48
2024-03-05 18:00:00,Tuesday,05 Mar 2024,18:00,317.79
2024-03-05 19:00:00,Tuesday,05 Mar 2024,19:00,320.49
2024-03-05 20:00:00,Tuesday,05 Mar 2024,20:00,325.79
2024-03-05 21:00:00,Tuesday,05 Mar 2024,21:00,327.6
2024-03-05 22:00:00,Tuesday,05 Mar 2024,22:00,330.84
2024-03-05 23:00:00,Tuesday,05 Mar 2024,23:00,318.99
2024-03-06 00:00:00,Wednesday,06 Mar 2024,00:00,323.27
2024-03-06 01:00:00,Wednesday,06 Mar 2024,01:00,330.65
2024-03-06 02:00:00,Wednesday,06 Mar 2024,02:00,326.67
2024-03-06 03:00:00,Wednesday,06 Mar 2024,03:00,653.77
2024-03-06 04:00:00,Wednesday,06 Mar 2024,04:00,334.38
2024-03-06 05:00:00,Wednesday,06 Mar 2024,05:00,327.39
2024-03-06 06:00:00,Wednesday,06 Mar 2024,06:00,322.2
2024-03-06 07:00:00,Wednesday,06 Mar 2024,07:00,322.94
2024-03-06 08:00:00,Wednesday,06 Mar 2024,08:00,321.97
2024-03-06 09:00:00,Wednesday,06 Mar 2024,09:00,323.78
2024-03-06 10:00:00,Wednesday,06 Mar 2024,10:00,321.76
2024-03-06 11:00:00,Wednesday,06 Mar 2024,11:00,327.46
2024-03-06 12:00:00,Wednesday,06 Mar 2024,12:00,315.82
2024-03-06 13:00:00,Wednesday,06 Mar 2024,13:00,324.47
2024-03-06 14:00:00,Wednesday,06 Mar 2024,14:00,320.32
2024-03-06 15:00:00,Wednesday,06 Mar 2024,15:00,329.59
2024-03-06 16:00:00,Wednesday,06 Mar 2024,16:00,324.15
2024-03-06 17:00:00,Wednesday,06 Mar 2024,17:00,313.32
2024-03-06 18:00:00,Wednesday,06 Mar 2024,18:00,314.36
2024-03-06 19:00:00,Wednesday,06 Mar 2024,19:00,323.48
2024-03-06 20:00:00,Wednesday,06 Mar 2024,20:00,328.99
2024-03-06 21:00:00,Wednesday,06 Mar 2024,21:00,327.97
2024-03-06 22:00:00,Wednesday,06 Mar 2024,22:00,324.84
2024-03-06 23:00:00,Wednesday,06 Mar 2024,23:00,327.45
2024-03-07 00:00:00,Thursday,07 Mar 2024,00:00,328.2
2024-03-07 01:00:00,Thursday,07 Mar 2024,01:00,325.72
2024-03-07 02:00:00,Thursday,07 Mar 2024,02:00,326.82
2024-03-07 03:00:00,Thursday,07 Mar 2024,03:00,728.93
2024-03-07 04:00:00,Thursday,07 Mar 2024,04:00,318.51
2024-03-07 05:00:00,Thursday,07 Mar 2024,05:00,326.18
2024-03-07 06:00:00,Thursday,07 Mar 2024,06:00,329.45
2024-03-07 07:00:00,Thursday,07 Mar 2024,07:00,324.83
2024-03-07 08:00:00,Thursday,07 Mar 2024,08:00,320.69
2024-03-07 09:00:00,Thursday,07 Mar 2024,09:00,323.4
2024-03-07 10:00:00,Thursday,07 Mar 2024,10:00,330.72
2024-03-07 11:00:00,Thursday,07 Mar 2024,11:00,349.4
2024-03-07 12:00:00,Thursday,07 Mar 2024,12:00,325.39
2024-03-07 13:00:00,Thursday,07 Mar 2024,13:00,326.37
2024-03-07 14:00:00,Thursday,07 Mar 2024,14:00,323.3
2024-03-07 15:00:00,Thursday,07 Mar 2024,15:00,329.69
2024-03-07 16:00:00,Thursday,07 Mar 2024,16:00,325.85
2024-03-07 17:00:00,Thursday,07 Mar 2024,17:00,324.22
2024-03-07 18:00:00,Thursday,07 Mar 2024,18:00,324.46
2024-03-07 19:00:00,Thursday,07 Mar 2024,19:00,319.41
2024-03-07 20:00:00,Thursday,07 Mar 2024,20:00,336.61
2024-03-07 21:00:00,Thursday,07 Mar 2024,21:00,328.95
2024-03-07 22:00:00,Thursday,07 Mar 2024,22:00,324.02
2024-03-07 23:00:00,Thursday,07 Mar 2024,23:00,332.44
2024-03-08 00:00:00,Friday,08 Mar 2024,00:00,323.59
2024-03-08 01:00:00,Friday,08 Mar 2024,01:00,328.64
2024-03-08 02:00:00,Friday,08 Mar 2024,02:00,331.37
2024-03-08 03:00:00,Friday,08 Mar 2024,03:00,722.34
2024-03-08 04:00:00,Friday,08 Mar 2024,04:00,329.8
2024-03-08 05:00:00,Friday,08 Mar 2024,05:00,325.49
2024-03-08 06:00:00,Friday,08 Mar 2024,06:00,321.84
2024-03-08 07:00:00,Friday,08 Mar 2024,07:00,321.22
2024-03-08 08:00:00,Friday,08 Mar 2024,08:00,326.79
2024-03-08 09:00:00,Friday,08 Mar 2024,09:00,317.97
2024-03-08 10:00:00,Friday,08 Mar 2024,10:00,317.53
2024-03-08 11:00:00,Friday,08 Mar 2024,11:00,326.24
2024-03-08 12:00:00,Friday,08 Mar 2024,12:00,319.64
2024-03-08 13:00:00,Friday,08 Mar 2024,13:00,319.16
2024-03-08 14:00:00,Friday,08 Mar 2024,14:00,320.74
2024-03-08 15:00:00,Friday,08 Mar 2024,15:00,325.34
2024-03-08 16:00:00,Friday,08 Mar 2024,16:00,321.36
2024-03-08 17:00:00,Friday,08 Mar 2024,17:00,318.57
2024-03-08 18:00:00,Friday,08 Mar 2024,18:00,318.88
2024-03-08 19:00:00,Friday,08 Mar 2024,19:00,328.41
2024-03-08 20:00:00,Friday,08 Mar 2024,20:00,328.02
2024-03-08 21:00:00,Friday,08 Mar 2024,21:00,322.39
2024-03-08 22:00:00,Friday,08 Mar 2024,22:00,325.43
2024-03-08 23:00:00,Friday,08 Mar 2024,23:00,332.08
2024-03-09 00:00:00,Saturday,09 Mar 2024,00:00,325.84
2024-03-09 01:00:00,Saturday,09 Mar 2024,01:00,325.71
2024-03-09 02:00:00,Saturday,09 Mar 2024,02:00,329.26
2024-03-09 03:00:00,Saturday,09 Mar 2024,03:00,723.17
2024-03-09 04:00:00,Saturday,09 Mar 2024,04:00,324.96
2024-03-09 05:00:00,Saturday,09 Mar 2024,05:00,327.72
2024-03-09 06:00:00,Saturday,09 Mar 2024,06:00,323.1
2024-03-09 07:00:00,Saturday,09 Mar 2024,07:00,319.17
2024-03-09 08:00:00,Saturday,09 Mar 2024,08:00,319.16
2024-03-09 09:00:00,Saturday,09 Mar 2024,09:00,318.82
2024-03-09 10:00:00,Saturday,09 Mar 2024,10:00,323.9
2024-03-09 11:00:00,Saturday,09 Mar 2024,11:00,329.91
2024-03-09 12:00:00,Saturday,09 Mar 2024,12:00,323.16
2024-03-09 13:00:00,Saturday,09 Mar 2024,13:00,323.56
2024-03-09 14:00:00,Saturday,09 Mar 2024,14:00,323.56
2024-03-09 15:00:00,Saturday,09 Mar 2024,15:00,322.46
2024-03-09 16:00:00,Saturday,09 Mar 2024,16:00,320.0
2024-03-09 17:00:00,Saturday,09 Mar 2024,17:00,328.97
2024-03-09 18:00:00,Saturday,09 Mar 2024,18:00,326.04
2024-03-09 19:00:00,Saturday,09 Mar 2024,19:00,325.66
2024-03-09 20:00:00,Saturday,09 Mar 2024,20:00,324.27
2024-03-09 21:00:00,Saturday,09 Mar 2024,21:00,320.48
2024-03-09 22:00:00,Saturday,09 Mar 2024,22:00,324.54
2024-03-09 23:00:00,Saturday,09 Mar 2024,23:00,321.75
2024-03-10 00:00:00,Sunday,10 Mar 2024,00:00,322.04
2024-03-10 01:00:00,Sunday,10 Mar 2024,01:00,245.02
2024-03-10 02:00:00,Sunday,10 Mar 2024,02:00,52.94
2024-03-10 03:00:00,Sunday,10 Mar 2024,03:00,729.6
2024-03-10 04:00:00,Sunday,10 Mar 2024,04:00,319.12
2024-03-10 05:00:00,Sunday,10 Mar 2024,05:00,326.92
2024-03-10 06:00:00,Sunday,10 Mar 2024,06:00,324.41
2024-03-10 07:00:00,Sunday,10 Mar 2024,07:00,319.44
2024-03-10 08:00:00,Sunday,10 Mar 2024,08:00,322.48
2024-03-10 09:00:00,Sunday,10 Mar 2024,09:00,318.61
2024-03-10 10:00:00,Sunday,10 Mar 2024,10:00,326.9
2024-03-10 11:00:00,Sunday,10 Mar 2024,11:00,328.18
2024-03-10 12:00:00,Sunday,10 Mar 2024,12:00,316.27
2024-03-10 13:00:00,Sunday,10 Mar 2024,13:00,324.37
2024-03-10 14:00:00,Sunday,10 Mar 2024,14:00,326.81
2024-03-10 15:00:00,Sunday,10 Mar 2024,15:00,329.61
2024-03-10 16:00:00,Sunday,10 Mar 2024,16:00,324.13
2024-03-10 17:00:00,Sunday,10 Mar 2024,17:00,327.72
2024-03-10 18:00:00,Sunday,10 Mar 2024,18:00,326.4
2024-03-10 19:00:00,Sunday,10 Mar 2024,19:00,324.21
2024-03-10 20:00:00,Sunday,10 Mar 2024,20:00,325.37
2024-03-10 21:00:00,Sunday,10 Mar 2024,21:00,330.7
2024-03-10 22:00:00,Sunday,10 Mar 2024,22:00,323.2
2024-03-10 23:00:00,Sunday,10 Mar 2024,23:00,323.78
2024-03-11 00:00:00,Monday,11 Mar 2024,00:00,325.39
2024-03-11 01:00:00,Monday,11 Mar 2024,01:00,325.06
2024-03-11 02:00:00,Monday,11 Mar 2024,02:00,325.55
2024-03-11 03:00:00,Monday,11 Mar 2024,03:00,729.4
2024-03-11 04:00:00,Monday,11 Mar 2024,04:00,327.77
2024-03-11 05:00:00,Monday,11 Mar 2024,05:00,324.5
2024-03-11 06:00:00,Monday,11 Mar 2024,06:00,322.43
2024-03-11 07:00:00,Monday,11 Mar 2024,07:00,321.93
2024-03-11 08:00:00,Monday,11 Mar 2024,08:00,325.96
2024-03-11 09:00:00,Monday,11 Mar 2024,09:00,322.42
2024-03-11 10:00:00,Monday,11 Mar 2024,10:00,315.73
2024-03-11 11:00:00,Monday,11 Mar 2024,11:00,321.19
2024-03-11 12:00:00,Monday,11 Mar 2024,12:00,319.63
2024-03-11 13:00:00,Monday,11 Mar 2024,13:00,324.87
2024-03-11 14:00:00,Monday,11 Mar 2024,14:00,321.07
2024-03-11 15:00:00,Monday,11 Mar 2024,15:00,321.88
2024-03-11 16:00:00,Monday,11 Mar 2024,16:00,318.87
2024-03-11 17:00:00,Monday,11 Mar 2024,17:00,321.83
2024-03-11 18:00:00,Monday,11 Mar 2024,18:00,329.76
2024-03-11 19:00:00,Monday,11 Mar 2024,19:00,323.88
2024-03-11 20:00:00,Monday,11 Mar 2024,20:00,321.18
2024-03-11 21:00:00,Monday,11 Mar 2024,21:00,324.51
2024-03-11 22:00:00,Monday,11 Mar 2024,22:00,328.5
2024-03-11 23:00:00,Monday,11 Mar 2024,23:00,319.69
2024-03-12 00:00:00,Tuesday,12 Mar 2024,00:00,331.88
2024-03-12 01:00:00,Tuesday,12 Mar 2024,01:00,329.1
2024-03-12 02:00:00,Tuesday,12 Mar 2024,02:00,323.19
2024-03-12 03:00:00,Tuesday,12 Mar 2024,03:00,718.37
2024-03-12 04:00:00,Tuesday,12 Mar 2024,04:00,326.24
2024-03-12 05:00:00,Tuesday,12 Mar 2024,05:00,319.61
2024-03-12 06:00:00,Tuesday,12 Mar 2024,06:00,322.39
2024-03-12 07:00:00,Tuesday,12 Mar 2024,07:00,324.67
2024-03-12 08:00:00,Tuesday,12 Mar 2024,08:00,319.21
2024-03-12 09:00:00,Tuesday,12 Mar 2024,09:00,321.1
2024-03-12 10:00:00,Tuesday,12 Mar 2024,10:00,325.14
2024-03-12 11:00:00,Tuesday,12 Mar 2024,11:00,320.29
2024-03-12 12:00:00,Tuesday,12 Mar 2024,12:00,318.54
2024-03-12 13:00:00,Tuesday,12 Mar 2024,13:00,324.56
2024-03-12 14:00:00,Tuesday,12 Mar 2024,14:00,324.79
2024-03-12 15:00:00,Tuesday,12 Mar 2024,15:00,321.73
2024-03-12 16:00:00,Tuesday,12 Mar 2024,16:00,317.78
2024-03-12 17:00:00,Tuesday,12 Mar 2024,17:00,319.22
2024-03-12 18:00:00,Tuesday,12 Mar 2024,18:00,317.86
2024-03-12 19:00:00,Tuesday,12 Mar 2024,19:00,327.03
2024-03-12 20:00:00,Tuesday,12 Mar 2024,20:00,323.61
2024-03-12 21:00:00,Tuesday,12 Mar 2024,21:00,326.98
2024-03-12 22:00:00,Tuesday,12 Mar 2024,22:00,318.13
2024-03-12 23:00:00,Tuesday,12 Mar 2024,23:00,319.35
2024-03-13 00:00:00,Wednesday,13 Mar 2024,00:00,330.74
2024-03-13 01:00:00,Wednesday,13 Mar 2024,01:00,327.64
